user_id,email,first_name,last_name,date_of_birth,registration_date,country,city,tier,is_active,last_login
8a6c1fe3-c2c8-45a3-8007-209d1127f24b,bellrandy@example.com,Eric,Burgess,1977-06-24,2025-03-21 18:49:50,Brunei Darussalam,Leehaven,bronze,True,2025-05-23 04:24:22
7d8124aa-78f5-45a0-b357-090a84c227e5,ashleyjensen@example.org,Jorge,Bowen,1947-02-18,2025-05-29 15:02:22,Turkmenistan,West Kristinside,bronze,False,
e4403ae9-4cda-4b03-8262-2ff233f65d91,wduran@example.org,Timothy,Miles,1977-04-27,2024-06-26 11:37:30,Myanmar,Beasleybury,gold,True,2025-06-24 03:37:11
cb25d97b-4c71-41c3-a8c3-eb3d1dc25821,christinasmith@example.net,Catherine,Jackson,2004-10-24,2024-11-02 22:58:33,Bangladesh,North Hannahport,bronze,True,2025-03-02 23:00:32
7c1a5c0b-e2bf-4327-ae68-aa7906b35fa5,kingtravis@example.com,Andrew,Hamilton,1999-08-12,2025-06-20 09:04:21,Luxembourg,Michaelmouth,gold,True,2025-06-22 03:06:38
9b481a45-2822-489a-b0fa-3594e6a3d382,michaelrivera@example.net,Amanda,Washington,1971-08-18,2025-04-12 11:27:54,South Africa,Hillburgh,gold,True,2025-05-08 15:51:00
343ba1a7-7491-496b-b0f5-a3793799ca84,wrightangela@example.org,Allison,Pierce,1983-01-18,2025-03-05 18:45:33,Malta,Lake Masonbury,silver,True,2025-07-13 23:35:16
0a9c314b-2179-4e02-a609-29e271ddb38b,danielsjessica@example.com,David,Evans,1964-01-19,2025-05-30 11:38:15,Trinidad and Tobago,Dannyborough,gold,True,2025-06-03 09:07:03
bf8326f4-215b-4327-9a2d-e8622eeb6e59,daniellewallace@example.net,Jessica,Perez,2002-08-28,2024-08-07 09:37:03,Turkey,Huertashire,bronze,False,
2b77dc90-ca9b-438d-b30c-014145c6e629,brettrobertson@example.net,Ralph,Nelson,1990-12-20,2024-06-27 05:25:07,Liberia,Port Monica,bronze,True,2024-10-11 14:52:40
09961a46-e2ad-45b1-93f6-9ee644a368b0,dianamartinez@example.com,Brenda,Graves,1980-09-08,2025-02-05 16:37:49,Iraq,Morrisfort,bronze,True,2025-07-02 22:53:36
9f481c4e-c814-49f0-82e3-9f368cd60e4a,kristie04@example.net,Margaret,Harris,2006-10-19,2024-06-14 18:51:44,Qatar,North Ryan,bronze,True,2024-09-18 18:18:50
454b689c-74fa-4867-921f-c0e1f25c92c5,felicia32@example.com,Cody,Scott,1948-08-01,2024-10-21 04:06:21,Saint Pierre and Miquelon,North Amyfort,bronze,True,2025-04-28 08:45:43
1d913ab2-b945-4e94-a4a4-4ad55c53e28c,meganwatkins@example.com,Samantha,Garcia,1946-04-02,2024-03-23 15:46:19,Serbia,Alexandraville,bronze,False,
aee33517-b694-488c-948e-c1be0f923aa2,whitemelanie@example.com,Jennifer,Hawkins,1997-03-04,2023-10-27 05:02:58,Malta,New Jasonfurt,bronze,True,2025-03-27 19:53:17
332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,vmaldonado@example.net,Robin,Brooks,1974-12-15,2025-03-17 20:01:11,Lebanon,Andersonmouth,bronze,True,2025-06-09 16:28:58
95e53944-0dbe-4228-a8e2-c4e1b3852be9,rileykristen@example.com,Joshua,Frey,1968-06-19,2024-09-25 20:30:59,United Kingdom,North Amberville,bronze,True,2025-06-12 11:35:49
7e155b59-f558-4b69-b50f-df7aacb112ae,kochmatthew@example.com,Chad,Douglas,2001-01-26,2024-06-22 19:48:44,Turkey,Port Dawntown,bronze,True,2024-06-29 21:53:47
5bc94ca9-4918-4707-a95f-20045f2721ac,gregorytina@example.org,Christina,Flores,1948-02-09,2024-09-23 10:51:14,Bahrain,Smithstad,bronze,False,
a9f347a9-8551-4589-b891-2d28906b670b,nyates@example.net,Christina,Ortiz,1983-10-17,2024-09-06 20:55:00,Italy,Lake Kathleen,silver,True,2025-02-28 04:40:16
e1eba8c0-01e2-4173-9e42-09e6486e3d1c,briansmith@example.com,Robert,Perez,1963-06-14,2024-05-29 03:47:25,Turks and Caicos Islands,Adamland,gold,False,
29cda080-5d38-4f73-959e-20741cdff735,csolomon@example.org,Danielle,Daniels,1986-05-16,2024-09-08 16:34:49,New Zealand,Hobbsside,bronze,False,
51f1ff77-baa3-45f2-abc0-8d1ae9d61889,isaiahclark@example.com,Stephanie,Johnson,1968-01-29,2025-03-30 04:16:30,Paraguay,Port Susanfort,bronze,False,
d02d56da-f809-4691-a8c3-e18828d0dce4,laurieward@example.com,Michelle,Townsend,1952-04-03,2024-10-11 06:04:39,United Arab Emirates,North Mariahborough,gold,True,2024-11-30 00:26:40
d2b7e636-844b-4593-a8a0-8f5525da1286,emiller@example.com,Joshua,Jones,2003-07-03,2025-06-22 11:21:44,American Samoa,Thomasville,platinum,True,2025-06-27 23:37:16
661c9aea-b1c6-4d6c-ab86-350df0ff8425,erica43@example.net,Michael,Willis,1996-11-21,2023-07-18 18:20:45,Panama,Davidmouth,bronze,False,
d51dee06-c88f-41c4-9409-eae691aa16c6,dcosta@example.net,Ariana,Murray,1988-04-10,2024-03-10 09:03:40,Italy,Susanmouth,bronze,True,2024-05-10 02:19:24
7eea7f7b-d61e-4a0b-89be-865094a0a51f,juliamiller@example.net,John,Skinner,1947-10-11,2023-10-14 00:22:30,United Kingdom,East Erinport,gold,True,2024-06-07 02:03:42
ae234083-c718-4cec-a390-2a239958c1c9,washingtonerin@example.net,Samuel,Johnson,1995-04-25,2024-12-15 09:23:23,Indonesia,Duaneside,gold,True,2025-04-04 02:58:17
300a2e8e-644a-469a-b769-988b1eb51bb3,milleramanda@example.org,Darlene,Woodward,1981-01-06,2024-02-08 07:19:26,Iraq,North Nancymouth,silver,True,2024-04-03 16:13:18
a39dc1a5-5709-487e-95f5-448d633fb6de,campbellvicki@example.com,Crystal,Hamilton,1988-07-20,2024-11-27 10:02:41,Guinea-Bissau,Andreafurt,gold,True,2025-07-06 15:49:13
5b04601b-32ad-4471-9e3a-7126f1e0c980,brandiharris@example.net,Mary,Mills,1956-08-04,2025-03-07 17:39:56,Trinidad and Tobago,New Becky,bronze,False,
29b7264f-c73d-4fd2-b6b8-c8183a489285,brianna00@example.com,Brandon,Wilson,1952-11-04,2024-01-19 21:39:33,Yemen,North Davidstad,gold,True,2024-06-16 12:10:14
e7a9e70c-c1df-4295-801f-2cefc45937a7,eadams@example.net,Crystal,Hopkins,2003-04-17,2024-02-19 19:17:15,Suriname,Patriciaberg,bronze,True,2024-07-16 13:13:18
f572d2d4-2008-428e-b2fc-42896eeb070a,jennifer17@example.com,Stephen,Jones,1970-10-24,2024-02-01 07:12:51,Israel,New Christopherhaven,gold,True,2024-06-08 01:26:04
670d429c-2a6e-48cd-a44c-ca852df9840e,brownbrent@example.net,Shawn,Pierce,1965-02-15,2025-03-23 09:16:35,Taiwan,Lawrencebury,bronze,False,
37ad598c-e3d1-44d0-addc-ac43916cef6a,sandra76@example.net,Dylan,Torres,1962-04-01,2024-03-24 06:15:58,Kiribati,Matthewmouth,bronze,True,2025-03-20 10:57:07
4846c2b4-91b9-48b1-97c2-4ba0483a061d,rita07@example.com,Ashley,Green,1955-06-04,2025-04-17 21:01:30,Montenegro,New Eric,silver,True,2025-07-08 06:59:33
def3f267-c69f-44eb-899b-853ddeeaddf8,thompsondiane@example.com,Brian,Stone,1988-12-21,2024-10-23 02:54:35,Russian Federation,Lake Mary,silver,True,2025-01-30 07:07:56
f87a46d9-d302-4836-b95a-353d33e81d78,jonathansnow@example.net,Emily,Bennett,1975-09-15,2024-02-24 17:20:35,Serbia,West Sabrinaside,bronze,False,
caa900bf-2b39-4033-b14f-bcbbdd659c53,daniellenielsen@example.com,Jeffrey,Mcclure,2001-10-15,2023-07-25 15:56:17,Bangladesh,West Raymond,silver,True,2024-03-01 07:35:23
62fbc252-40ab-408b-b623-4a8f76b75bb8,christopher37@example.com,Anthony,Horton,1977-07-06,2024-05-20 20:37:44,Macao,West Amber,silver,True,2024-07-03 08:49:12
73bf6698-8630-401f-ac75-9cbb18a6d305,rsanders@example.com,Sara,Keith,1967-06-26,2024-09-19 12:28:09,Cameroon,South Christine,silver,True,2024-10-22 02:45:03
f3345d08-b7dc-465a-ae95-468bb594a690,mistymcfarland@example.net,Michael,Alexander,1946-02-15,2025-03-23 04:23:47,Bolivia,East Amandaland,bronze,True,2025-05-05 17:42:41
405d5429-2645-4722-914f-e5e2408e5248,gregorysmith@example.com,Kelly,Meza,1961-09-08,2024-05-16 10:45:18,South Georgia and the South Sandwich Islands,South Clinton,gold,True,2025-06-08 16:51:16
e81745f2-0d4d-4bce-b98d-0a3f95f542f6,sclark@example.com,Anthony,Downs,1948-06-08,2024-08-02 08:18:32,Uruguay,Villabury,silver,True,2025-02-14 20:35:16
48af2bdf-82f5-4b3a-9ff2-5f720dbe6008,jordan56@example.org,Shane,Rodriguez,1960-11-27,2024-07-13 07:41:56,Guatemala,Bullockfort,bronze,True,2024-08-07 09:14:32
88d31642-d254-4e0c-ab7b-cd6f47f2ec6d,greenejoseph@example.com,Amber,Little,1949-07-06,2024-03-15 07:02:07,Turks and Caicos Islands,North Joseph,bronze,False,
c7237237-0f18-4af8-8d15-3b29343c42c8,tara06@example.net,Shawn,Williams,2004-07-30,2025-04-07 08:26:15,Saudi Arabia,North Jesse,bronze,True,2025-04-25 21:40:12
432ef9c1-057b-42c1-892f-97437ece7799,bradleywilson@example.com,Alex,Johnson,1986-01-17,2024-04-24 00:21:05,United States of America,Hannahtown,silver,False,
72ec47d5-8542-452f-8c91-c3caa687d0d7,paulbrown@example.com,Ronnie,Romero,1950-10-21,2024-07-20 21:39:39,Brunei Darussalam,South Jacqueline,silver,False,
31eb9fc2-eb02-4e00-bc63-1d2ad489267a,ncarrillo@example.net,Christy,Rodriguez,2003-07-09,2025-03-20 02:31:14,Micronesia,Castrohaven,bronze,True,2025-06-07 14:19:13
0e184578-df52-4786-86f7-ccc3876b1eae,hodgejason@example.org,Tara,Brown,1991-03-23,2024-06-27 00:48:20,North Macedonia,South Robert,bronze,True,2025-03-28 01:29:21
779d6ec2-512f-4cfd-a8b7-dc36d68d8f1d,ywilliams@example.net,Claudia,Harris,1980-06-01,2025-01-16 11:54:05,Zambia,Jimenezfurt,bronze,True,2025-06-27 17:21:14
02f024cb-9357-49d9-bdce-634c5486ef29,pecksarah@example.net,Teresa,Johnson,1971-02-28,2025-03-25 12:16:10,Slovenia,Rosalesmouth,bronze,True,2025-04-04 05:23:47
